TICKER,OFTIC,MEASURE,FISCALP,anndats,actual,suescore
HBAN,HBAN,EPS,ANN,2015-01-22,0.72,-0.34084
HBAN,HBAN,EPS,ANN,2016-01-21,0.81,-0.5074
HBAN,HBAN,EPS,ANN,2017-01-25,0.67,-1.3501
HBAN,HBAN,EPS,ANN,2018-01-23,0.89,0
HBAN,HBAN,EPS,ANN,2019-01-24,1.2,-1.36624
HBAN,HBAN,EPS,ANN,2020-01-23,1.27,-1.23546
HBAN,HBAN,EPS,ANN,2021-01-22,0.69,-0.70465
HBAN,HBAN,EPS,ANN,2022-01-21,0.9,-0.71733
HBAN,HBAN,EPS,ANN,2023-01-20,1.45,0.38534
HBAN,HBAN,EPS,ANN,2024-01-19,1.39,1.46388
HBB,HBB,EPS,ANN,2018-03-07,1.8,
HBB,HBB,EPS,ANN,2019-03-06,1.68,
HBB,HBB,EPS,ANN,2020-02-26,-0.13,
HBB,HBB,EPS,ANN,2021-03-16,1.76,
HBB,HBB,EPS,ANN,2022-03-09,1.53,
HBB,HBB,EPS,ANN,2023-03-09,1.81,
HBC2,HBC,EPS,ANN,2000-02-28,3.34,1.15398
HBC2,HBC,EPS,ANN,2001-01-01,3.75,-3.46688
HBC2,HBC,EPS,ANN,2002-03-04,2.95,-3.856
HBC2,HBC,EPS,ANN,2003-04-03,3.86,1.72429
HBC2,HBC,EPS,ANN,2004-02-27,4.75,0.11483
HBC2,HBC,EPS,ANN,2005-02-28,5.45,-0.48614
HBC2,HBC,EPS,ANN,2006-03-06,6.82,1.82872
HBC2,HBC,EPS,ANN,2007-03-05,7,0.56838
HBC2,HBC,EPS,ANN,2008-02-27,8.25,0.49674
HBC2,HBC,EPS,ANN,2009-03-02,1.55,-5.00632
HBC2,HBC,EPS,ANN,2010-03-01,1.7,-2.14852
HBC2,HBC,EPS,ANN,2011-02-28,3.6,0.08159
HBC2,HBC,EPS,ANN,2012-02-27,4.55,2.00967
HBC2,HBC,EPS,ANN,2013-03-04,3.7,
HBC2,HSBC,EPS,ANN,2014-02-24,4.2,-2.80224
HBC2,HSBC,EPS,ANN,2015-02-23,3.45,14.79483
HBC2,HSBC,EPS,ANN,2016-02-21,3.2,-2.36307
HBC2,HSBC,EPS,ANN,2017-02-20,3.15,
HBC2,HSBC,EPS,ANN,2018-02-19,3.35,
HBC2,HSBC,EPS,ANN,2019-02-18,3.8,
HBC2,HSBC,EPS,ANN,2020-02-17,3.6,
HBC2,HSBC,EPS,ANN,2021-02-23,1.55,1.93949
HBC2,HSBC,EPS,ANN,2022-03-04,3.6,
HBC2,HSBC,EPS,ANN,2023-02-20,4.45,
HBC2,HSBC,EPS,ANN,2024-02-20,6.05,
HBCC,HBCC,EPS,ANN,2000-02-10,0.335,3.90488
HBCC,HSP,EPS,ANN,2001-02-09,0.375,0.8165
HBCC,HSP,EPS,ANN,2002-02-22,0.28,-0.64018
HBCC,HSP,EPS,ANN,2003-03-31,0.38,0.26297
HBCP,HBCP,EPS,ANN,2015-01-27,1.42,
HBCP,HBCP,EPS,ANN,2016-01-26,1.79,0.76336
HBCP,HBCP,EPS,ANN,2017-01-24,2.25,1.5
HBCP,HBCP,EPS,ANN,2018-01-30,2.64,10
HBCP,HBCP,EPS,ANN,2019-01-29,3.4,0.70711
HBCP,HBCP,EPS,ANN,2020-01-28,3.05,-0.14434
HBCP,HBCP,EPS,ANN,2021-01-26,2.87,1.44078
HBCP,HBCP,EPS,ANN,2022-01-25,5.79565,1.25167
HBCP,HBCP,EPS,ANN,2023-01-24,4.16,0.03919
HBCP,HBCP,EPS,ANN,2024-01-22,4.99,1.92154
HBEK,HBEK,EPS,ANN,2003-01-30,1.02,
HBEK,HBEK,EPS,ANN,2004-01-29,0.88,-1.44338
HBG2,HBG,EPS,ANN,2003-03-06,1.06,2.18218
HBG2,HBG,EPS,ANN,2004-02-20,1.11,-1.00623
HBG2,HBG,EPS,ANN,2005-02-23,1.2,-0.70711
HBG2,HBG,EPS,ANN,2006-03-01,1.47,-3.53553
HBG2,HBG,EPS,ANN,2007-02-25,1.61,0
HBGR,HBGR,EPS,ANN,2014-06-11,0.02,0.72464
HBGR,HBGR,EPS,ANN,2015-06-10,-0.29,-1.29339
HBGR,HBGR,EPS,ANN,2016-05-10,0.11,-0.72541
HBGR,HBGR,EPS,ANN,2017-06-08,0.14,-0.08118
HBGR,HBGR,EPS,ANN,2018-06-12,0.05,-1.22031
HBGR,HBGR,EPS,ANN,2019-06-06,0.07,-0.71207
HBGR,HBGR,EPS,ANN,2020-06-09,-1.13,-1.83509
HBGR,HBGR,EPS,ANN,2021-06-09,-0.14,1.17277
HBGR,HBGR,EPS,ANN,2022-06-09,0.11,-0.83333
HBGR,HBGR,EPS,ANN,2023-06-14,0.3,
HBGR,HBGR,EPS,ANN,2024-05-15,0.13,-0.78447
HBHC,HBHC,EPS,ANN,2000-01-13,0.98,-0.15828
HBHC,HBHC,EPS,ANN,2001-01-11,1.06,-1.39076
HBHC,HBHC,EPS,ANN,2002-01-10,1.18,12.85982
HBHC,HBHC,EPS,ANN,2003-01-09,1.5,1.64317
HBHC,HBHC,EPS,ANN,2004-01-15,1.645,7.65958
HBHC,HBHC,EPS,ANN,2005-01-13,1.88,-0.16952
HBHC,HBHC,EPS,ANN,2006-01-31,1.64,-0.3638
HBHC,HBHC,EPS,ANN,2007-01-30,3.06,-2.82843
HBHC,HBHC,EPS,ANN,2008-01-22,2.27,-3
HBHC,HBHC,EPS,ANN,2009-01-20,2.05,-7.32582
HBHC,HBHC,EPS,ANN,2010-01-19,2.26,13.29887
HBHC,HBHC,EPS,ANN,2011-01-18,1.4,1.6428
HBHC,HBHC,EPS,ANN,2012-01-26,2.02,0.47745
HBHC,HBHC,EPS,ANN,2013-01-24,2.13,-8.94454
HBHC,HBHC,EPS,ANN,2014-01-23,1.93,-12.51784
HBHC,HBHC,EPS,ANN,2015-01-22,2.32,-2.72474
HBHC,HBHC,EPS,ANN,2016-01-21,1.77,1.07694
HBHC,HBHC,EPS,ANN,2017-01-17,1.87,1.02238
HBHC,HBHC,EPS,ANN,2018-01-17,2.7,1.15674
HBHC,HWC,EPS,ANN,2019-01-16,3.99,0.31716
HBHC,HWC,EPS,ANN,2020-01-15,4.01,0.77577
HBHC,HWC,EPS,ANN,2021-01-20,-0.54,5.72494
HBHC,HWC,EPS,ANN,2022-01-18,5.22,2.76484
HBHC,HWC,EPS,ANN,2023-01-17,5.98,0.20577
HBHC,HWC,EPS,ANN,2024-01-16,4.5,-29.52902
HBI,HBI,EPS,ANN,2006-10-31,,
HBI,HBI,EPS,ANN,2008-01-31,0.4125,-0.86603
HBI,HBI,EPS,ANN,2009-01-28,0.5225,0.85146
HBI,HBI,EPS,ANN,2010-01-27,0.4125,0.11896
HBI,HBI,EPS,ANN,2011-01-27,0.575,0.19505
HBI,HBI,EPS,ANN,2012-02-15,0.6725,-3.89257
HBI,HBI,EPS,ANN,2013-02-05,0.655,0.66504
HBI,HBI,EPS,ANN,2014-01-29,0.9775,1.63299
HBI,HBI,EPS,ANN,2015-01-29,1.415,0.68174
HBI,HBI,EPS,ANN,2016-02-04,1.66,-2.78602
HBI,HBI,EPS,ANN,2017-02-02,1.85,-4.70265
HBI,HBI,EPS,ANN,2018-02-08,1.93,-1.82805
HBI,HBI,EPS,ANN,2019-02-07,1.71,-0.34814
HBI,HBI,EPS,ANN,2020-02-07,1.76,-0.30972
HBI,HBI,EPS,ANN,2021-02-09,1.45,2.4217
HBI,HBI,EPS,ANN,2022-02-03,1.83,0.14361
HBI,HBI,EPS,ANN,2023-02-02,0.98,-0.05825
HBI,HBI,EPS,ANN,2024-02-15,0.06,-7.34268
HBIO,HBIO,EPS,ANN,2002-02-21,0.17,0.18257
HBIO,HBIO,EPS,ANN,2003-03-03,0.2,
HBIO,HBIO,EPS,ANN,2004-03-03,0.26,2.3094
HBIO,HBIO,EPS,ANN,2005-03-08,0.18,-0.43644
HBIO,HBIO,EPS,ANN,2006-03-02,0.19,
HBIO,HBIO,EPS,ANN,2007-03-01,0.26,
HBIO,HBIO,EPS,ANN,2008-02-28,0.31,
HBIO,HBIO,EPS,ANN,2012-03-01,0.28,0.50508
HBIO,HBIO,EPS,ANN,2013-02-28,0.22,19.09207
HBIO,HBIO,EPS,ANN,2014-02-27,0.22,
HBIO,HBIO,EPS,ANN,2015-02-26,0.27,
HBIO,HBIO,EPS,ANN,2016-04-29,0.13,-0.70711
HBIO,HBIO,EPS,ANN,2017-03-09,0.15,-1.1546
HBIO,HBIO,EPS,ANN,2018-03-01,0.12,-0.75592
HBIO,HBIO,EPS,ANN,2019-02-28,0.2,0.5773
HBIO,HBIO,EPS,ANN,2020-02-26,0.18,-1.1546
HBIO,HBIO,EPS,ANN,2021-03-10,0.16,2.12134
HBIO,HBIO,EPS,ANN,2022-03-08,0.25,-0.82478
HBIO,HBIO,EPS,ANN,2023-03-09,0.12,0.51966
HBIO,HBIO,EPS,ANN,2024-03-07,0.14,-2.8865
HBIX,HBIX,EPS,ANN,2000-03-29,-1.18,-5.79828
HBMD,HBMD,EPS,ANN,2017-01-19,0.74,
HBMD,HBMD,EPS,ANN,2018-01-22,0.82,1.41423
HBMD,HBMD,EPS,ANN,2019-01-30,-0.01,0.60339
HBMD,HBMD,EPS,ANN,2020-01-21,0.89,4.26026
HBMD,HBMD,EPS,ANN,2021-01-27,-0.91,-1.09107
HBMF,HBMFF,EPS,ANN,2010-03-03,0.73,
HBMF,HBM,EPS,ANN,2012-03-07,0.67,0.0599
HBMF,HBM,EPS,ANN,2013-02-20,0.21,0.55953
HBMF,HBM,EPS,ANN,2014-02-19,-0.02,-0.95075
HBMF,HBM,EPS,ANN,2015-02-19,-0.09,-0.39986
HBMF,HBM,EPS,ANN,2016-02-26,0.04,0.48046
HBMF,HBM,EPS,ANN,2017-02-22,0.11,-0.40861
HBMF,HBM,EPS,ANN,2018-02-21,0.61,1.00814
HBMF,HBM,EPS,ANN,2019-02-19,0.4,0.83732
HBMF,HBM,EPS,ANN,2020-02-20,-0.2,-0.83018
HBMF,HBM,EPS,ANN,2021-02-18,-0.46,0.53743
HBMF,HBM,EPS,ANN,2022-02-23,0.09,-2.79639
HBMF,HBM,EPS,ANN,2023-02-23,0.1,-0.23065
HBMF,HBM,EPS,ANN,2024-02-23,0.23,1.87793
HBNC,HBNC,EPS,ANN,2003-03-15,0.36214,
HBNC,HBNC,EPS,ANN,2004-01-23,0.41679,
HBNC,HBNC,EPS,ANN,2005-01-21,0.43852,
HBNC,HBNC,EPS,ANN,2006-01-24,0.44247,4.94975
HBNC,HBNC,EPS,ANN,2007-01-18,0.46025,5.42115
HBNC,HBNC,EPS,ANN,2008-01-25,0.4958,0.25456
HBNC,HBNC,EPS,ANN,2009-01-23,0.54321,5.65685
HBNC,HBNC,EPS,ANN,2010-01-21,0.46815,0.11704
HBNC,HBNC,EPS,ANN,2011-01-19,0.53531,-0.28778
HBNC,HBNC,EPS,ANN,2012-01-18,0.67259,1.66178
HBNC,HBNC,EPS,ANN,2013-01-23,1.02222,-0.88067
HBNC,HBNC,EPS,ANN,2014-01-22,0.96445,-2.32378
HBNC,HBNC,EPS,ANN,2015-01-22,0.84445,-2.78136
HBNC,HBNC,EPS,ANN,2016-01-25,0.84,-10
HBNC,HBNC,EPS,ANN,2017-01-25,0.9,1.5372
HBNC,HBNC,EPS,ANN,2018-01-24,1.01333,-3.51669
HBNC,HBNC,EPS,ANN,2019-01-29,1.38,-2.2141
HBNC,HBNC,EPS,ANN,2020-01-29,1.53,-0.35082
HBNC,HBNC,EPS,ANN,2021-01-27,1.62,8.85331
HBNC,HBNC,EPS,ANN,2022-01-26,2.01,0.05976
HBNC,HBNC,EPS,ANN,2023-01-25,2.14,-0.57043
HBNC,HBNC,EPS,ANN,2024-01-24,1.54,1.21727
HBNK,HBNK,EPS,ANN,2000-01-19,2.245,
HBOL,HSB,EPS,ANN,2000-01-19,2.55,0.73771
HBOO,HBOOY,EPS,ANN,2008-02-27,2.07,
HBOS,HBOS,EPS,ANN,2010-02-05,-0.03,
HBOS,HBOS,EPS,ANN,2012-01-26,0.13,
HBOS,HBOS,EPS,ANN,2013-01-24,0.67,
HBOS,HBOS,EPS,ANN,2014-01-29,1.52,
HBOS,HBOS,EPS,ANN,2015-01-22,0.95,-2.96988
HBP,HBP,EPS,ANN,2000-12-15,0.76,
HBP,HBP,EPS,ANN,2002-01-23,0.47,
HBP,HBP,EPS,ANN,2006-02-06,0.78,
HBP,HBP,EPS,ANN,2007-02-06,0.35,
HBP,HBP,EPS,ANN,2008-02-05,-0.39,
HBP,HBP,EPS,ANN,2018-03-05,-0.08,
HBRF,HBRF,EPS,ANN,2007-03-23,-1.38,
HBSC,HBSC,EPS,ANN,2000-01-27,1.05,
HBT,HBT,EPS,ANN,2020-01-30,3.43,0.91311
HBT,HBT,EPS,ANN,2021-01-28,1.34,3.02366
HBT,HBT,EPS,ANN,2022-01-27,2.02,3.80122
HBT,HBT,EPS,ANN,2023-01-25,2.09,4.89896
HBT,HBT,EPS,ANN,2024-01-24,2.07,-1.19261
HCAC,GOEV,EPS,ANN,2021-03-29,-18.63,80.37524
HCAC,GOEV,EPS,ANN,2022-02-28,-34.96,-3.5
HCAC,GOEV,EPS,ANN,2023-03-30,-41.63,-0.10471
HCAC,GOEV,EPS,ANN,2024-04-01,-12.19,1.83918
HCAP,HCAP,EPS,ANN,2014-03-31,1.32,
HCAP,HCAP,EPS,ANN,2015-03-12,1.34,1
HCAP,HCAP,EPS,ANN,2016-03-15,1.54,10
HCAP,HCAP,EPS,ANN,2017-03-15,1.6,-1.09111
HCAP,HCAP,EPS,ANN,2018-03-15,1.29,-0.5
HCAP,HCAP,EPS,ANN,2019-03-15,0.93,0
HCAP,HCAP,EPS,ANN,2020-03-13,0.63,
HCAP,HCAP,EPS,ANN,2021-03-12,0.28,-8.48536
HCAT,HCAT,EPS,ANN,2020-02-27,-0.93,1.5405
HCAT,HCAT,EPS,ANN,2021-02-25,-0.68,1.05134
HCAT,HCAT,EPS,ANN,2022-03-01,-0.45,0.35823
HCAT,HCAT,EPS,ANN,2023-02-28,-0.26,0.75082
HCAT,HCAT,EPS,ANN,2024-02-22,0.15,0.49822
HCAZ,HCA,EPS,ANN,2012-02-06,2.85,2.92218
HCAZ,HCA,EPS,ANN,2013-02-05,3.73,2.70996
HCAZ,HCA,EPS,ANN,2014-02-04,3.41,0.99136
HCAZ,HCA,EPS,ANN,2015-02-03,4.7,1.09714
HCAZ,HCA,EPS,ANN,2016-01-28,5.56,3.36461
HCAZ,HCA,EPS,ANN,2017-01-31,6.87,1.8929
HCAZ,HCA,EPS,ANN,2018-01-30,6.83,4.8708
HCAZ,HCA,EPS,ANN,2019-01-29,9.77,6.83414
HCAZ,HCA,EPS,ANN,2020-01-28,10.5,-0.04288
HCAZ,HCA,EPS,ANN,2021-02-02,11.61,1.89075
HCAZ,HCA,EPS,ANN,2022-01-27,17.5,-0.36513
HCAZ,HCA,EPS,ANN,2023-01-27,16.89,-0.64565
HCAZ,HCA,EPS,ANN,2024-01-30,18.66,4.12463
HCBC,HCBK,EPS,ANN,2000-01-10,0.14816,0.14142
HCBC,HCBK,EPS,ANN,2001-01-11,0.16064,-2.15141
HCBC,HCBK,EPS,ANN,2002-01-10,0.21054,10.5
HCBC,HCBK,EPS,ANN,2003-01-15,0.31503,0.32275
HCBC,HCBK,EPS,ANN,2004-01-22,0.34623,0.36274
HCBC,HCBK,EPS,ANN,2005-01-18,0.40549,-0.80178
HCBC,HCBK,EPS,ANN,2006-01-18,0.48,-0.14213
HCBC,HCBK,EPS,ANN,2007-01-24,0.53,0
HCBC,HCBK,EPS,ANN,2008-01-23,0.58,-1.21529
HCBC,HCBK,EPS,ANN,2009-01-21,0.9,-1.22856
HCBC,HCBK,EPS,ANN,2010-01-20,1.07,-1.06716
HCBC,HCBK,EPS,ANN,2011-01-19,1.09,1.24429
HCBC,HCBK,EPS,ANN,2012-01-25,-1.49,0.44722
HCBC,HCBK,EPS,ANN,2013-01-30,0.52,-1.00144
HCBC,HCBK,EPS,ANN,2014-01-29,0.37,1.38586
HCBC,HCBK,EPS,ANN,2015-01-28,0.32,2.68507
HCBK,PNB,EPS,ANN,2000-01-27,1.222,
HCBK,PNB,EPS,ANN,2001-01-24,1.26,
HCCC,FHCC,EPS,ANN,2000-02-22,0.68,2.44949
HCCC,FHCC,EPS,ANN,2001-02-20,0.83,-0.1201
HCCC,FHCC,EPS,ANN,2002-02-19,1,0.67804
HCCC,FHCC,EPS,ANN,2003-02-18,1.28,1.35401
HCCC,FHCC,EPS,ANN,2004-02-17,1.57,0.90685
HCCH,HCC,EPS,ANN,2000-02-22,0.79333,
HCCH,HCC,EPS,ANN,2001-02-22,0.82,-0.6108
HCCH,HCC,EPS,ANN,2002-02-21,0.68,0.4714
HCCH,HCC,EPS,ANN,2003-02-20,1.12,0.84611
HCCH,HCC,EPS,ANN,2004-02-19,1.5,5.14296
HCCH,HCC,EPS,ANN,2005-02-15,1.58,1.79709
HCCH,HCC,EPS,ANN,2006-02-09,1.79,3.25994
HCCH,HCC,EPS,ANN,2007-02-20,2.93,-1.5623
HCCH,HCC,EPS,ANN,2008-02-19,3.38,0.70711
HCCH,HCC,EPS,ANN,2009-02-24,2.74,-2.59274
HCCH,HCC,EPS,ANN,2010-02-23,3.11,0.42795
HCCH,HCC,EPS,ANN,2011-02-22,2.99,5.25115
HCCH,HCC,EPS,ANN,2012-02-21,2.3,0.51922
HCCH,HCC,EPS,ANN,2013-02-12,3.74,4.62797
HCCH,HCC,EPS,ANN,2014-02-11,3.8,2.44469
HCCH,HCC,EPS,ANN,2015-02-10,4.09,0.04152
HCD,HCD,EPS,ANN,2008-03-20,0.97,2.40416
HCD,HCD,EPS,ANN,2009-02-27,0.61,-3.53553
HCDI,HCDI,EPS,ANN,2022-03-24,4.8,
HCDI,HCDI,EPS,ANN,2023-05-15,-35.29,
HCEN,HCEN,EPS,ANN,2000-02-02,-57.5,0.79006
HCEN,HCEN,EPS,ANN,2001-02-14,-89.5,-6.27186
HCFC,HCFC,EPS,ANN,2000-02-15,1.12,
HCII,HCII,EPS,ANN,2011-03-08,0.81,
HCII,HCII,EPS,ANN,2012-03-08,1.34,3.62982
HCII,HCI,EPS,ANN,2013-03-05,3.02,46.18804
HCII,HCI,EPS,ANN,2014-03-04,5.63,-2.30289
HCII,HCI,EPS,ANN,2015-03-05,5.36,1.46924
HCII,HCI,EPS,ANN,2016-03-03,6.16,-2
HCII,HCI,EPS,ANN,2017-02-21,2.65,35.35568
HCII,HCI,EPS,ANN,2018-03-06,-0.3,6.22491
HCII,HCI,EPS,ANN,2019-03-07,3.23,
HCII,HCI,EPS,ANN,2020-03-05,2.57,-0.56569
HCII,HCI,EPS,ANN,2021-03-11,3.44,4.94973
HCII,HCI,EPS,ANN,2022-03-08,0.1,2.31041
HCII,HCI,EPS,ANN,2023-03-09,-5.48,6.64677
HCII,HCI,EPS,ANN,2024-03-07,7.41,4.74921
HCLP,HCLP,EPS,ANN,2013-01-31,1.6,0.60169
HCLP,HCLP,EPS,ANN,2014-02-06,2.08,0.02213
HCLP,HCLP,EPS,ANN,2015-02-03,3,0.21137
HCLP,HCLP,EPS,ANN,2016-02-23,1.42,5.33132
HCLP,HCLP,EPS,ANN,2017-02-21,-0.84,0.71374
HCLP,HCLP,EPS,ANN,2018-02-19,1.01,0.49927
HCLP,HCLP,EPS,ANN,2019-02-05,1.42,-0.99864
HCLP,HCR,EPS,ANN,2020-02-19,-4.1,-0.59319
HCM,HCM,EPS,ANN,2017-03-13,0.1,0.98703
HCM,HCM,EPS,ANN,2018-03-12,-0.215,-0.22376
HCM,HCM,EPS,ANN,2019-03-11,-0.57,-0.18931
HCM,HCM,EPS,ANN,2020-03-03,-0.8,0.28292
HCM,HCM,EPS,ANN,2021-03-04,-0.9,-0.31036
HCM,HCM,EPS,ANN,2022-03-03,-1.995,-0.32693
HCM,HCM,EPS,ANN,2023-02-28,-2.15,-0.59883
HCM,HCM,EPS,ANN,2024-02-28,0.58,1.90202
HCML,HCMLF,EPS,ANN,2014-02-26,4.22,0.44134
HCML,HCMLF,EPS,ANN,2015-02-23,3.95,0.80017
HCML,HCMLF,EPS,ANN,2016-03-17,1.29,-0.98178
HCML,HCMLF,EPS,ANN,2017-03-02,2.67,0.26995
HCML,HCMLF,EPS,ANN,2018-03-02,3.11,-0.02942
HCML,HCMLF,EPS,ANN,2019-03-07,2.63,-1.18221
HCML,HCMLF,EPS,ANN,2020-02-27,3.4,-1.30832
HCML,HCMLF,EPS,ANN,2021-02-26,3.07,0.2842
HCML,HCMLF,EPS,ANN,2022-02-25,3.98,0.04916
HCML,HCMLF,EPS,ANN,2023-02-24,3.66,-2.57431
HCML,HCMLF,EPS,ANN,2024-02-28,5.42,1.08715
HCMU,WAC,EPS,ANN,2010-02-11,32.34194,1.11117
HCMU,WAC,EPS,ANN,2011-03-08,24.25645,0.57735
HCMU,WAC,EPS,ANN,2012-03-07,-44.11862,
HCMU,WAC,EPS,ANN,2013-03-18,47.98559,-0.37115
HCMU,WAC,EPS,ANN,2014-02-27,169.26785,-0.87373
HCMU,WAC,EPS,ANN,2015-02-26,75.75747,-8.79742
HCMU,WAC,EPS,ANN,2016-02-29,34.80274,-5.30112
HCMU,WAC,EPS,ANN,2017-03-14,-39.72433,-6.60282
HCMY,HCMLY,EPS,ANN,2023-02-24,0.767,
HCMY,HCMLY,EPS,ANN,2024-02-28,1.207,
HCN,HCN,EPS,ANN,2004-02-02,1.6,-2.39818
HCN,HCN,EPS,ANN,2005-01-31,1.4,-3.60288
HCN,HCN,EPS,ANN,2006-02-07,1.15,6.9282
HCN,HCN,EPS,ANN,2007-02-26,1.31,-5.65685
HCN,HCN,EPS,ANN,2008-02-26,1.46,6.00833
HCN,HCN,EPS,ANN,2009-02-24,2.81,
HCN,HCN,EPS,ANN,2010-02-24,1.49,-2.29126
HCN,HCN,EPS,ANN,2011-02-16,1.45,8.71309
HCN,HCN,EPS,ANN,2012-02-16,1.3,4.68173
HCN,HCN,EPS,ANN,2013-02-25,0.98,0.82729
HCN,HCN,EPS,ANN,2014-02-19,0.28,-1.25383
HCN,HCN,EPS,ANN,2015-02-20,1.45,2.74401
HCN,HCN,EPS,ANN,2016-02-18,2.34,-4.22162
HCN,HCN,EPS,ANN,2017-02-22,2.81,3.16384
HCN,HCN,EPS,ANN,2018-02-22,1.48,-18.03673
HCN,WELL,EPS,ANN,2019-02-12,2.02,-1.90401
HCN,WELL,EPS,ANN,2020-02-12,3.05,0.94387
HCN,WELL,EPS,ANN,2021-02-09,2.33,1.6825
HCN,WELL,EPS,ANN,2022-02-15,0.78,-0.54725
HCN,WELL,EPS,ANN,2023-02-15,0.3,-2.463
HCN,WELL,EPS,ANN,2024-02-13,0.66,-1.19548
HCO,HU,EPS,ANN,2000-01-20,2.18636,0.21255
HCO,HU,EPS,ANN,2001-01-17,1.995,0.76126
HCO,HU,EPS,ANN,2002-01-17,2,0.72627
HCO,HU,EPS,ANN,2003-01-20,2.33,0.63137
HCO,HU,EPS,ANN,2004-01-20,2.61,-0.24855
HCO,HU,EPS,ANN,2005-01-27,2.84,0.4714
HCOW,HCOW,EPS,ANN,2000-02-08,0.15,1.10702
HCOW,HCOW,EPS,ANN,2001-02-06,0.07,
HCOW,HCOW,EPS,ANN,2002-02-05,0.17,-0.6576
HCOW,HCOW,EPS,ANN,2003-02-04,0.34,0.57812
HCP,HCP,EPS,ANN,2002-01-22,0.89,
HCP,HCP,EPS,ANN,2003-01-21,0.965,-6.46632
HCP,HCP,EPS,ANN,2004-01-27,0.985,-0.90914
HCP,HCP,EPS,ANN,2005-02-14,1.01,
HCP,HCP,EPS,ANN,2006-02-13,1.07,-2.78132
HCP,HCP,EPS,ANN,2007-02-12,0.85,2.47487
HCP,HCP,EPS,ANN,2009-02-10,1.79,-3.31133
HCP,HCP,EPS,ANN,2010-02-12,0.4,-0.08726
HCP,HCP,EPS,ANN,2011-02-15,1,4.85437
HCP,HCP,EPS,ANN,2012-02-14,1.28,-1.3851
HCP,HCP,EPS,ANN,2013-02-12,1.91,3.02003
HCP,HCP,EPS,ANN,2014-02-11,2.04,0.50508
HCP,HCP,EPS,ANN,2015-02-10,2,-0.40445
HCP,HCP,EPS,ANN,2016-02-09,-1.21,-22.3374
HCP,HCP,EPS,ANN,2017-02-13,1.4,-0.19558
HCP,HCP,EPS,ANN,2018-02-13,0.92,-3.5549
HCP,HCP,EPS,ANN,2019-02-13,2.24,11.82374
HCP,PEAK,EPS,ANN,2020-02-11,0.09,-0.36617
HCP,PEAK,EPS,ANN,2021-02-09,0.77,1.34532
HCP,PEAK,EPS,ANN,2022-02-08,0.93,0.0533
HCP,PEAK,EPS,ANN,2023-02-07,0.92,-7.51308
HCP,PEAK,EPS,ANN,2024-02-08,0.56,1.81496
HCR,HCR,EPS,ANN,2000-02-10,1.39,0.83452
HCR,HCR,EPS,ANN,2001-02-08,0.82,0.16183
HCR,HCR,EPS,ANN,2002-02-01,1.17,2.30612
HCR,HCR,EPS,ANN,2003-01-31,1.4,0.7261
HCR,HCR,EPS,ANN,2004-01-30,1.45,0.34445
HCR,HCR,EPS,ANN,2005-01-28,1.87,1.29492
HCR,HCR,EPS,ANN,2006-01-27,2.01,-1.31482
HCR,HCR,EPS,ANN,2007-01-26,2.38,3.60442
HCRI,HCRI,EPS,ANN,2000-02-15,0.48,-0.8794
HCRI,HCRI,EPS,ANN,2001-02-14,0.51,-0.83567
HCRI,TROV,EPS,ANN,2003-02-04,0.72,
HCRI,TROV,EPS,ANN,2004-02-04,0.66,
HCSG,HCSG,EPS,ANN,2000-02-23,0.09481,-3.53553
HCSG,HCSG,EPS,ANN,2001-04-24,0.12247,
HCSG,HCSG,EPS,ANN,2002-02-15,0.12642,
HCSG,HCSG,EPS,ANN,2003-02-12,0.14617,-2.12132
HCSG,HCSG,EPS,ANN,2004-02-12,0.18173,-0.35355
HCSG,HCSG,EPS,ANN,2005-02-15,0.23407,2.12132
HCSG,HCSG,EPS,ANN,2006-02-14,0.29778,2.88675
HCSG,HCSG,EPS,ANN,2007-02-13,0.39556,0.63013
HCSG,HCSG,EPS,ANN,2008-02-12,0.44667,-3.65148
HCSG,HCSG,EPS,ANN,2009-02-10,0.4,0
HCSG,HCSG,EPS,ANN,2010-02-09,0.5,0.5447
HCSG,HCSG,EPS,ANN,2011-02-07,0.51,-1.71553
HCSG,HCSG,EPS,ANN,2012-02-07,0.56,-1.63299
HCSG,HCSG,EPS,ANN,2013-02-05,0.65,1.29099
HCSG,HCSG,EPS,ANN,2014-02-04,0.67,-7.89863
HCSG,HCSG,EPS,ANN,2015-02-03,0.31,-36.11866
HCSG,HCSG,EPS,ANN,2016-02-02,0.8,-14
HCSG,HCSG,EPS,ANN,2017-02-07,1.05,-1.06909
HCSG,HCSG,EPS,ANN,2018-02-06,1.19,-1.80768
HCSG,HCSG,EPS,ANN,2019-02-05,1.49,2.47825
HCSG,HCSG,EPS,ANN,2020-02-11,0.87,-14.41385
HCSG,HCSG,EPS,ANN,2021-02-10,1.32,3.91989
HCSG,HCSG,EPS,ANN,2022-02-09,0.61,-2.17286
HCSG,HCSG,EPS,ANN,2023-02-15,0.47,3.61464
HCSG,HCSG,EPS,ANN,2024-02-14,0.4,4.5
HCSS,XLV,EPS,ANN,2005-02-15,1.57,
HCSS,XLV,EPS,ANN,2006-02-16,,
HCT,HCT,EPS,ANN,2000-03-02,0.52,
HCWB,HCWB,EPS,ANN,2022-03-29,-0.69,2.12134
HCWB,HCWB,EPS,ANN,2023-03-28,-0.42,2.12134
HCWB,HCWB,EPS,ANN,2024-04-01,-0.7,
