TICKER,OFTIC,MEASURE,FISCALP,anndats,actual,suescore
0000,TLMR,EPS,ANN,2015-01-30,1.21,0.5111
0000,TLMR,EPS,ANN,2016-01-26,1.02,1.64993
0001,EPE,EPS,ANN,2014-02-27,-0.28,-3.66155
0001,EPE,EPS,ANN,2015-02-18,0.86,-0.4511
0001,EPE,EPS,ANN,2016-02-18,0.78,0.12584
0001,EPE,EPS,ANN,2017-03-01,0.62,-1.74556
0001,EPE,EPS,ANN,2018-02-28,-0.39,0.99688
0001,EPE,EPS,ANN,2019-03-14,-0.25,0.26823
0004,ACSF,EPS,ANN,2015-02-09,0.38,-38.68249
0004,ACSF,EPS,ANN,2016-02-08,-1.47,-176
000R,CRCM,EPS,ANN,2014-02-26,-9.45,3.07957
000R,CRCM,EPS,ANN,2015-03-19,-1.05,0.47809
000R,CRCM,EPS,ANN,2016-02-23,-0.4,11.17265
000R,CRCM,EPS,ANN,2017-03-09,0.19,1.48565
000R,CRCM,EPS,ANN,2018-02-27,0.69,6.59338
000R,CRCM,EPS,ANN,2019-03-07,0.77,4.89916
000V,CLDN,EPS,ANN,2014-03-31,-12109.5,-24.38348
000V,CLDN,EPS,ANN,2015-03-31,-819,-3.06117
000V,EIGR,EPS,ANN,2017-03-23,-235.2,0.28564
000V,EIGR,EPS,ANN,2018-03-09,-145.8,-0.54496
000V,EIGR,EPS,ANN,2019-03-14,-114.6,-0.86417
000V,EIGR,EPS,ANN,2020-03-13,-92.4,-0.33978
000V,EIGR,EPS,ANN,2021-03-09,-69.3,-1.07324
000V,EIGR,EPS,ANN,2022-03-10,-30,0.43016
000V,EIGR,EPS,ANN,2023-03-16,-69.6,-0.32619
000V,EIGR,EPS,ANN,2024-04-08,-50.78,
000Y,RARE,EPS,ANN,2014-03-24,-14.87,-145.65967
000Y,RARE,EPS,ANN,2015-03-25,-2.25,-0.54571
000Y,RARE,EPS,ANN,2016-02-25,-3.96,-3.45242
000Y,RARE,EPS,ANN,2017-02-16,-6.21,-0.40471
000Y,RARE,EPS,ANN,2018-02-20,-7.12,1.0195
000Y,RARE,EPS,ANN,2019-02-19,-3.97,0.1672
000Y,RARE,EPS,ANN,2020-02-13,-7.12,0.00991
000Y,RARE,EPS,ANN,2021-02-11,-3.07,2.77034
000Y,RARE,EPS,ANN,2022-02-10,-6.7,-1.08046
000Y,RARE,EPS,ANN,2023-02-16,-10.12,-0.27952
000Y,RARE,EPS,ANN,2024-02-15,-8.25,0.01457
000Z,BIOC,EPS,ANN,2015-03-09,-107190,1.41423
000Z,BIOC,EPS,ANN,2016-03-09,-27540,3.53557
000Z,BIOC,EPS,ANN,2017-03-07,-17280,1.58258
000Z,BIOC,EPS,ANN,2018-03-28,-7110,-0.53033
000Z,BIOC,EPS,ANN,2019-03-28,-2703,1.06116
000Z,BIOC,EPS,ANN,2020-03-25,-366,
000Z,BIOC,EPS,ANN,2021-03-29,-45,
000Z,BIOC,EPS,ANN,2022-04-05,-5.7,-1.64993
000Z,BIOC,EPS,ANN,2023-04-17,-56.7,-23.90044
0011,HELI,EPS,ANN,2014-07-09,-37.2,0.50852
0011,HELI,EPS,ANN,2015-06-29,-54.6,-1.12486
0011,HELIQ,EPS,ANN,2016-07-15,-50.07,
0017,ASPX,EPS,ANN,2014-03-28,-0.371,
0017,ASPX,EPS,ANN,2015-03-16,-2.68,-1.29624
0018,EGLT,EPS,ANN,2014-03-26,-15.64,-1.20507
0018,EGLT,EPS,ANN,2015-03-16,-2.97,1.68164
0018,EGLT,EPS,ANN,2016-03-08,-2.94,6.23167
0018,EGLT,EPS,ANN,2017-03-09,-3.7,0.01161
0018,EGLT,EPS,ANN,2018-03-12,-2.05,3.26182
001A,EBIO,EPS,ANN,2014-03-31,-323.6,-16.1414
001A,EBIO,EPS,ANN,2015-03-04,-47.4,-1.5949
001A,EBIO,EPS,ANN,2016-03-24,-35.2,-2.91682
001A,EBIO,EPS,ANN,2017-03-24,0.8,
001A,EBIO,EPS,ANN,2018-04-02,-22.2,
001A,SESN,EPS,ANN,2019-03-01,-11,-0.40825
001A,SESN,EPS,ANN,2020-03-16,-23.6,-23.09402
001A,SESN,EPS,ANN,2021-03-15,-3.8,0.2357
001A,SESN,EPS,ANN,2022-02-28,0,0.89626
001A,CARM,EPS,ANN,2024-04-01,-2.59,-0.26457
001C,ARGS,EPS,ANN,2014-03-27,-2947.4,-17.28825
001C,ARGS,EPS,ANN,2015-03-30,-62.4,-1.46705
001C,ARGS,EPS,ANN,2016-03-29,-73.2,-0.48347
001C,ARGS,EPS,ANN,2017-03-16,-32.6,-1.85168
001C,ARGS,EPS,ANN,2018-04-02,-14.36,
001J,KN,EPS,ANN,2015-02-12,1.1,-7.64024
001J,KN,EPS,ANN,2016-02-11,0.65,11.40506
001J,KN,EPS,ANN,2017-02-06,0.94,2.2823
001J,KN,EPS,ANN,2018-02-07,0.88,1.00586
001J,KN,EPS,ANN,2019-02-07,1.01,2.25006
001J,KN,EPS,ANN,2020-02-04,1.07,-4.54397
001J,KN,EPS,ANN,2021-02-04,0.64,0.21631
001J,KN,EPS,ANN,2022-02-09,1.53,5.0921
001J,KN,EPS,ANN,2023-02-09,1.26,0.29815
001J,KN,EPS,ANN,2024-02-07,0.88,-0.83333
001K,IBP,EPS,ANN,2014-03-26,0.02,-13.58301
001K,IBP,EPS,ANN,2015-03-04,0.54,0.40826
001K,IBP,EPS,ANN,2016-03-02,0.89,0.05913
001K,IBP,EPS,ANN,2017-02-27,1.54,12.18212
001K,IBP,EPS,ANN,2018-02-28,2.05,-3.41482
001K,IBP,EPS,ANN,2019-02-28,2.67,1.2843
001K,IBP,EPS,ANN,2020-02-27,3.29,0.93062
001K,IBP,EPS,ANN,2021-02-24,4.34,0.04445
001K,IBP,EPS,ANN,2022-02-24,5.44,-1.73034
001K,IBP,EPS,ANN,2023-02-22,8.95,1.01736
001K,IBP,EPS,ANN,2024-02-22,10.27,0.93733
001L,CNCE,EPS,ANN,2014-03-31,-4.99,-3.02087
001L,CNCE,EPS,ANN,2015-02-27,-2,-0.12172
001L,CNCE,EPS,ANN,2016-03-01,1.09,0.36116
001L,CNCE,EPS,ANN,2017-03-06,-2.28,0.7414
001L,CNCE,EPS,ANN,2018-03-01,4.06,0.23709
001L,CNCE,EPS,ANN,2019-02-28,-2.4,-3.89883
001L,CNCE,EPS,ANN,2020-02-27,-3.29,-2.50782
001L,CNCE,EPS,ANN,2021-02-25,-2.4,0.9008
001L,CNCE,EPS,ANN,2022-03-03,-2.33,-2.0955
001M,INGN,EPS,ANN,2014-03-27,0.22,-0.5
001M,INGN,EPS,ANN,2015-04-27,0.33,2.45436
001M,INGN,EPS,ANN,2016-03-14,0.56,6.38556
001M,INGN,EPS,ANN,2017-02-28,0.97,11.67333
001M,INGN,EPS,ANN,2018-02-27,1.31,2.25126
001M,INGN,EPS,ANN,2019-02-26,2.3,3.29597
001M,INGN,EPS,ANN,2020-02-25,0.94,-7.81048
001M,INGN,EPS,ANN,2021-02-24,-0.27,0.49009
001M,INGN,EPS,ANN,2022-02-24,-0.28,-6.8647
001M,INGN,EPS,ANN,2023-02-23,-1.4,3.07931
001M,INGN,EPS,ANN,2024-02-27,-4.42,-1.02722
001N,COUP,EPS,ANN,2015-02-09,0.09,
001N,QUOT,EPS,ANN,2016-02-11,0.1,7.07114
001N,QUOT,EPS,ANN,2017-02-09,0.12,7.50491
001N,QUOT,EPS,ANN,2018-02-13,0.16,0.70711
001N,QUOT,EPS,ANN,2019-02-12,0.03,-4
001N,QUOT,EPS,ANN,2020-02-12,-0.41,-0.09078
001N,QUOT,EPS,ANN,2021-02-10,-0.72,-6.92971
001N,QUOT,EPS,ANN,2022-02-09,0.15,
001N,QUOT,EPS,ANN,2023-02-28,-0.8,
001R,CSRE,EPS,ANN,2015-03-05,2.04,
001X,REPH,EPS,ANN,2015-03-25,-2.79,1.11292
001X,REPH,EPS,ANN,2016-03-24,0.21,7.20201
001X,REPH,EPS,ANN,2017-03-06,-2.82,0.43773
001X,REPH,EPS,ANN,2018-02-27,-1.99,2.00189
001X,REPH,EPS,ANN,2019-02-19,-2.49,1.06562
001X,REPH,EPS,ANN,2020-03-04,0.21,3.59397
001X,REPH,EPS,ANN,2021-02-26,-1.16,-2.76414
001X,REPH,EPS,ANN,2022-03-01,-0.26,1.41839
001X,SCTL,EPS,ANN,2023-03-01,-0.26,0
001X,SCTL,EPS,ANN,2024-03-22,-0.14,
001Z,KING,EPS,ANN,2015-02-12,2.3,1.93077
001Z,KING,EPS,ANN,2016-02-11,1.93,-0.41779
002G,CSLT,EPS,ANN,2015-02-18,-0.93,4.60071
002G,CSLT,EPS,ANN,2016-02-17,-0.68,3.33333
002G,CSLT,EPS,ANN,2017-02-15,-0.3,1.62022
002G,CSLT,EPS,ANN,2018-02-21,-0.22,0.71166
002G,CSLT,EPS,ANN,2019-02-28,-0.09,0.80182
002G,CSLT,EPS,ANN,2020-02-25,-0.14,-1.90865
002G,CSLT,EPS,ANN,2021-02-23,0.05,3.39461
002J,PCTY,EPS,ANN,2014-08-14,-0.02,1.99724
002J,PCTY,EPS,ANN,2015-08-13,0.01,1.88083
002J,PCTY,EPS,ANN,2016-08-09,0.3,3.71861
002J,PCTY,EPS,ANN,2017-08-10,0.67,13.60855
002J,PCTY,EPS,ANN,2018-08-09,0.75,-31.76081
002J,PCTY,EPS,ANN,2019-08-08,1.38,4.30331
002J,PCTY,EPS,ANN,2020-08-06,1.87,6.95676
002J,PCTY,EPS,ANN,2021-08-05,2.11,7.64083
002J,PCTY,EPS,ANN,2022-08-04,3.25,0.99566
002J,PCTY,EPS,ANN,2023-08-03,5.15,0.49568
002J,PCTY,EPS,ANN,2024-08-01,6.57,1.33572
002L,AMBR,EPS,ANN,2015-02-11,-0.12,14.20088
002L,AMBR,EPS,ANN,2016-02-11,-0.73,0.13364
002L,AMBR,EPS,ANN,2017-02-16,-0.44,0.16951
002L,AMBR,EPS,ANN,2018-02-15,-0.25,5.73682
002L,AMBR,EPS,ANN,2019-02-11,-0.05,
002P,ATEN,EPS,ANN,2015-02-10,-0.51,-2.48862
002P,ATEN,EPS,ANN,2016-02-09,-0.36,1.69066
002P,ATEN,EPS,ANN,2017-02-09,-0.04,3.4638
002P,ATEN,EPS,ANN,2018-08-29,0.05,4.94979
002P,ATEN,EPS,ANN,2019-02-07,0.01,6.36402
002P,ATEN,EPS,ANN,2020-02-11,0.03,
002P,ATEN,EPS,ANN,2021-02-09,0.44,
002P,ATEN,EPS,ANN,2022-02-01,0.63,1.75466
002P,ATEN,EPS,ANN,2023-02-07,0.74,22.86657
002P,ATEN,EPS,ANN,2024-02-06,0.73,-1.13387
002S,MC,EPS,ANN,2015-02-05,1.72,-1.64713
002S,MC,EPS,ANN,2016-02-09,1.66,1.12317
002S,MC,EPS,ANN,2017-02-08,1.8,1.81566
002S,MC,EPS,ANN,2018-02-07,2.29,1.63212
002S,MC,EPS,ANN,2019-02-06,3,1.93685
002S,MC,EPS,ANN,2020-02-05,1.96,1.8014
002S,MC,EPS,ANN,2021-02-10,2.91,4.36898
002S,MC,EPS,ANN,2022-02-09,5.4,-0.83457
002S,MC,EPS,ANN,2023-02-08,2.22,-0.26458
002S,MC,EPS,ANN,2024-02-07,-0.2,1.25029
002T,OUT,EPS,ANN,2015-02-26,2.22,-7.11698
002T,OUT,EPS,ANN,2016-02-25,0.54,1.66281
002T,OUT,EPS,ANN,2017-02-22,0.66,0.44657
002T,OUT,EPS,ANN,2018-02-27,0.9,-0.72821
002T,OUT,EPS,ANN,2019-02-26,0.75,-0.18518
002T,OUT,EPS,ANN,2020-02-25,0.97,-5.3243
002T,OUT,EPS,ANN,2021-02-25,-0.56,-0.41971
002T,OUT,EPS,ANN,2022-02-23,0.05,18.76389
002T,OUT,EPS,ANN,2023-02-22,0.84,-1.18974
002T,OUT,EPS,ANN,2024-02-21,-2.56,
002U,WB,EPS,ANN,2015-03-10,-0.01,0.74052
002U,WB,EPS,ANN,2016-03-02,0.32,0.9445
002U,WB,EPS,ANN,2017-02-22,0.82,1.23268
002U,WB,EPS,ANN,2018-02-13,1.8,1.24287
002U,WB,EPS,ANN,2019-03-05,2.73,1.18032
002U,WB,EPS,ANN,2020-02-26,2.78,1.2096
002U,WB,EPS,ANN,2021-03-18,2.38,2.23348
002U,WB,EPS,ANN,2022-03-03,3.08,0.24844
002U,WB,EPS,ANN,2023-03-01,2.27,4.34029
002U,WB,EPS,ANN,2024-03-14,1.88,-3.40837
002Y,NORD,EPS,ANN,2014-11-19,0.28,0.10517
002Y,NORD,EPS,ANN,2015-11-16,0.47,-0.09816
002Y,NORD,EPS,ANN,2016-11-29,0.65,0.51697
0031,CORI,EPS,ANN,2014-11-17,-1.72,-5.25015
0031,CORI,EPS,ANN,2015-11-12,-1.52,-0.06229
0031,CORI,EPS,ANN,2016-11-21,-1.65,-0.48493
0031,CORI,EPS,ANN,2017-11-16,-1.64,0.6445
0033,OPWR,EPS,ANN,2015-03-02,-0.45,10.20742
0033,OPWR,EPS,ANN,2016-02-29,-0.43,-0.07715
0039,LQ,EPS,ANN,2015-02-24,0.9,1.47314
0039,LQ,EPS,ANN,2016-02-24,1.08,1.24724
0039,LQ,EPS,ANN,2017-02-28,0.98,-0.83929
0039,LQ,EPS,ANN,2018-02-28,0.58,-2.47351
003A,ADMS,EPS,ANN,2015-03-03,0.53,1.02762
003A,ADMS,EPS,ANN,2016-02-23,-2.86,1.7088
003A,ADMS,EPS,ANN,2017-02-28,-2.77,0.69531
003A,ADMS,EPS,ANN,2018-02-22,-3.97,-0.57157
003A,ADMS,EPS,ANN,2019-03-04,-4.87,2.15881
003A,ADMS,EPS,ANN,2020-02-25,-3.8,0.33842
003A,ADMS,EPS,ANN,2021-02-23,-2.03,-1.24941
003D,BRG,EPS,ANN,2015-02-26,-1.72,-1.62287
003D,BRG,EPS,ANN,2016-02-24,0.04,-7.07114
003D,BRG,EPS,ANN,2017-02-16,-0.91,-0.05108
003D,BRG,EPS,ANN,2018-02-14,-1.79,-24.92531
003D,BRG,EPS,ANN,2019-02-14,-1.82,-0.95478
003D,BRG,EPS,ANN,2020-02-13,-0.91,-0.24024
003D,BRG,EPS,ANN,2021-02-11,-1.18,
003D,BRG,EPS,ANN,2022-03-11,0.07,
003E,FPI,EPS,ANN,2015-02-25,-0.15,-1.02137
003E,FPI,EPS,ANN,2016-03-14,0.08,-2.35011
003E,FPI,EPS,ANN,2017-02-22,0.09,
003E,FPI,EPS,ANN,2018-03-01,0.03,1.52755
003E,FPI,EPS,ANN,2019-03-13,-0.01,-1.22136
003E,FPI,EPS,ANN,2020-03-11,0.04,1.11118
003E,FPI,EPS,ANN,2021-03-17,-0.18,
003E,FPI,EPS,ANN,2022-02-22,-0.17,1.98098
003E,FPI,EPS,ANN,2023-02-22,0.16,-4.1723
003E,FPI,EPS,ANN,2024-02-28,0.53,0.70948
003F,TRIV,EPS,ANN,2015-03-03,-3.25,0.30959
003G,VTL,EPS,ANN,2015-03-19,-141.6,0.65497
003G,VTL,EPS,ANN,2016-03-08,-82.8,0.09698
003G,VTL,EPS,ANN,2017-03-07,-52.4,-0.22481
003G,VTL,EPS,ANN,2018-03-13,-52.4,-4.03981
003G,IMUX,EPS,ANN,2020-03-16,-4.52,
003G,IMUX,EPS,ANN,2021-02-26,-2.81,0.14786
003G,IMUX,EPS,ANN,2022-02-24,-3.93,-0.47763
003G,IMUX,EPS,ANN,2023-02-23,-3.78,-1.61528
003G,IMUX,EPS,ANN,2024-02-22,-2.11,0.60011
003H,PAYC,EPS,ANN,2015-02-10,0.19,2.65683
003H,PAYC,EPS,ANN,2016-02-09,0.4,1.39711
003H,PAYC,EPS,ANN,2017-02-08,0.87,6.68284
003H,PAYC,EPS,ANN,2018-02-06,1.3,2.71648
003H,PAYC,EPS,ANN,2019-02-05,2.67,2.21535
003H,PAYC,EPS,ANN,2020-02-05,3.5,6.54183
003H,PAYC,EPS,ANN,2021-02-10,3.49,2.10035
003H,PAYC,EPS,ANN,2022-02-08,4.48,0.92904
003H,PAYC,EPS,ANN,2023-02-07,6.14,5.29184
003H,PAYC,EPS,ANN,2024-02-07,7.75,1.60551
003J,CIO,EPS,ANN,2015-03-05,0.2,
003J,CIO,EPS,ANN,2016-03-03,-0.38,0.61283
003J,CIO,EPS,ANN,2017-03-02,-0.13,
003J,CIO,EPS,ANN,2018-03-01,-0.05,-0.41477
003J,CIO,EPS,ANN,2019-02-27,0.91,-1.85482
003J,CIO,EPS,ANN,2020-02-26,-0.13,1.30741
003J,CIO,EPS,ANN,2021-02-25,-0.06,0.57735
003J,CIO,EPS,ANN,2022-02-25,10.8,99.19693
003J,CIO,EPS,ANN,2023-02-23,0.22,-44.54815
003J,CIO,EPS,ANN,2024-02-22,-0.25,-7.77825
003K,PAHC,EPS,ANN,2014-09-16,1.22,0.74994
003K,PAHC,EPS,ANN,2015-09-09,1.72,4.56966
003K,PAHC,EPS,ANN,2016-08-29,1.61,2.15659
003K,PAHC,EPS,ANN,2017-08-30,1.51,33.09111
003K,PAHC,EPS,ANN,2018-08-27,1.74,0.88077
003K,PAHC,EPS,ANN,2019-08-27,1.53,-0.15567
003K,PAHC,EPS,ANN,2020-08-26,1.08,-1.02715
003K,PAHC,EPS,ANN,2021-08-25,1.27,0.95618
003K,PAHC,EPS,ANN,2022-08-24,1.31,-0.75932
003K,PAHC,EPS,ANN,2023-08-30,1.21,-0.40246
003K,PAHC,EPS,ANN,2024-08-28,1.19,3.24044
0040,EVAR,EPS,ANN,2015-02-26,-2.387,1.38148
0040,EVAR,EPS,ANN,2016-02-22,-2.129,-2.01761
0041,SABR,EPS,ANN,2015-02-18,0.94,0.36766
0041,SABR,EPS,ANN,2016-02-09,1.1,0.69828
0041,SABR,EPS,ANN,2017-02-07,1.31,-3.60443
0041,SABR,EPS,ANN,2018-02-14,1.4,1.60616
0041,SABR,EPS,ANN,2019-02-12,1.54,0.89127
0041,SABR,EPS,ANN,2020-02-26,1.01,0.26149
0041,SABR,EPS,ANN,2021-02-16,-3.18,-1.12421
0041,SABR,EPS,ANN,2022-02-15,-2.21,-0.00195
0041,SABR,EPS,ANN,2023-02-15,-1.14,-1.06756
0041,SABR,EPS,ANN,2024-02-15,-0.52,0.34217
0042,LPG,EPS,ANN,2014-07-30,0.09,1.04407
0042,LPG,EPS,ANN,2015-06-04,0.48,-0.01269
0042,LPG,EPS,ANN,2016-05-31,2.26,-2.84199
0042,LPG,EPS,ANN,2017-06-14,-0.28,0.38057
0042,LPG,EPS,ANN,2018-06-15,-0.62,-0.6757
0042,LPG,EPS,ANN,2019-05-23,-0.78,-0.62978
0042,LPG,EPS,ANN,2020-05-27,2.41,3.25408
0042,LPG,EPS,ANN,2021-05-19,1.71,-6.8876
0042,LPG,EPS,ANN,2022-05-26,1.33,0.65398
0042,LPG,EPS,ANN,2023-05-24,4.22,1.01054
0042,LPG,EPS,ANN,2024-05-22,7.6,0.43136
0044,SEMI,EPS,ANN,2015-02-18,-1.94,-0.17991
0044,SEMI,EPS,ANN,2016-03-08,-3.28,-5.19393
0045,PE,EPS,ANN,2015-02-26,0.39,-0.33815
0045,PE,EPS,ANN,2016-02-24,-0.18,1.47014
0045,PE,EPS,ANN,2017-02-23,0.09,
0045,PE,EPS,ANN,2018-02-21,0.69,4.22623
0045,PE,EPS,ANN,2019-02-21,1.41,-0.44301
0045,PE,EPS,ANN,2020-02-19,1.12,-0.91778
004F,ARES,EPS,ANN,2015-03-05,1.26,-2.24178
004F,ARES,EPS,ANN,2016-02-29,0.87,-1.26266
004F,ARES,EPS,ANN,2017-02-24,1.42,0.8047
004F,ARES,EPS,ANN,2018-02-15,1.93,1.28125
004F,ARES,EPS,ANN,2019-02-14,1.42,2.85057
004F,ARES,EPS,ANN,2020-02-13,1.67,12.36896
004F,ARES,EPS,ANN,2021-02-11,1.86,2.15488
004F,ARES,EPS,ANN,2022-02-11,2.57,2.48985
004F,ARES,EPS,ANN,2023-02-09,3.35,2.2244
004F,ARES,EPS,ANN,2024-02-08,3.65,2.16269
004M,CMCM,EPS,ANN,2015-03-20,1.45,0.78221
004M,CMCM,EPS,ANN,2016-03-16,17.25,1.20532
004M,CMCM,EPS,ANN,2018-03-19,49.4,11.23768
004M,CMCM,EPS,ANN,2019-03-25,43.45,3.37484
004M,CMCM,EPS,ANN,2020-03-24,12.05,-1.24884
004M,CMCM,EPS,ANN,2021-03-23,17.95,
004V,TOUR,EPS,ANN,2015-03-04,-1.94,-0.65601
004V,TOUR,EPS,ANN,2016-02-29,-2.49,-1.51022
004V,TOUR,EPS,ANN,2017-02-28,-17.61,-0.50512
004V,TOUR,EPS,ANN,2018-03-14,-4.23,1.67859
004V,TOUR,EPS,ANN,2019-02-28,0.18,
004V,TOUR,EPS,ANN,2020-04-09,-3.75,
004V,TOUR,EPS,ANN,2024-03-13,0.42,
004W,ANET,EPS,ANN,2015-02-19,0.385,2.65549
004W,ANET,EPS,ANN,2016-02-18,0.61,7.02569
004W,ANET,EPS,ANN,2017-02-16,0.825,3.14135
004W,ANET,EPS,ANN,2018-02-15,1.4025,2.76418
004W,ANET,EPS,ANN,2019-02-14,1.99,3.01689
004W,ANET,EPS,ANN,2020-02-13,2.425,3.76101
004W,ANET,EPS,ANN,2021-02-18,2.26,1.74421
004W,ANET,EPS,ANN,2022-02-14,2.87,6.4244
004W,ANET,EPS,ANN,2023-02-13,4.58,7.76453
004W,ANET,EPS,ANN,2024-02-12,6.94,6.55409
0051,ZEN,EPS,ANN,2015-02-11,-0.48,1.19742
0051,ZEN,EPS,ANN,2016-02-16,-0.3,0.38513
0051,ZEN,EPS,ANN,2017-02-08,-0.22,3.56333
0051,ZEN,EPS,ANN,2018-02-06,-0.13,3.80645
0051,ZEN,EPS,ANN,2019-02-05,0.21,2.45242
0051,ZEN,EPS,ANN,2020-02-06,0.31,-0.25935
0051,ZEN,EPS,ANN,2021-02-04,0.52,-1.64799
0051,ZEN,EPS,ANN,2022-02-10,0.63,-0.60652
0055,TRUE,EPS,ANN,2015-02-19,-0.05,0.81649
0055,TRUE,EPS,ANN,2016-02-18,-0.13,-0.62876
0055,TRUE,EPS,ANN,2017-02-16,-0.13,4
0055,TRUE,EPS,ANN,2018-02-15,0.07,3.32519
0055,TRUE,EPS,ANN,2019-02-14,0.11,-1.93029
0055,TRUE,EPS,ANN,2020-02-20,-0.03,2.41926
0055,TRUE,EPS,ANN,2021-02-24,0.19,0.78733
0055,TRUE,EPS,ANN,2022-02-23,-0.11,-1.80223
0055,TRUE,EPS,ANN,2023-02-22,-0.45,-0.57733
0055,TRUE,EPS,ANN,2024-02-20,-0.27,1.17852
005H,HRTG,EPS,ANN,2015-03-04,1.82,2.8245
005H,HRTG,EPS,ANN,2016-03-02,3.05,0.88353
005H,HRTG,EPS,ANN,2017-03-15,1.14,0.21599
005H,HRTG,EPS,ANN,2018-03-07,1.53,18.27672
005H,HRTG,EPS,ANN,2019-03-01,1.04,0.2885
005H,HRTG,EPS,ANN,2020-02-27,0.88,1.05963
005H,HRTG,EPS,ANN,2021-03-03,0.33,1.33162
005H,HRTG,EPS,ANN,2022-03-07,-0.51,2.23001
005H,HRTG,EPS,ANN,2023-03-02,-5.86,
005H,HRTG,EPS,ANN,2024-03-11,1.73,52.3264
005I,AGRX,EPS,ANN,2015-03-26,-2820,-0.7758
005I,AGRX,EPS,ANN,2016-03-09,-3300,-0.8669
005I,AGRX,EPS,ANN,2017-03-08,-2260,0.61754
005I,AGRX,EPS,ANN,2018-03-12,-1820,1.46598
005I,AGRX,EPS,ANN,2019-03-12,-1160,0.80238
005I,AGRX,EPS,ANN,2020-02-20,-760,-2.37173
005I,AGRX,EPS,ANN,2021-03-01,-1220,3.82455
005I,AGRX,EPS,ANN,2022-03-30,-1540,-0.70711
005I,AGRX,EPS,ANN,2023-03-22,-59,
005I,AGRX,EPS,ANN,2024-03-28,-6.71,
006E,RIHT,EPS,ANN,2015-03-10,-0.04,
006E,RIHT,EPS,ANN,2016-03-30,-0.04,
006J,MOBL,EPS,ANN,2015-02-12,-1.03,1.27146
006J,MOBL,EPS,ANN,2016-02-04,-0.71,6.93361
006J,MOBL,EPS,ANN,2017-02-07,-0.36,1.74314
006J,MOBL,EPS,ANN,2018-02-08,-0.21,7.15564
006J,MOBL,EPS,ANN,2019-02-07,-0.04,0.23903
006J,MOBL,EPS,ANN,2020-02-06,-0.09,-1.76147
006K,ABY,EPS,ANN,2015-02-23,-0.04,-0.35471
006K,ABY,EPS,ANN,2016-03-01,0.02,-0.94254
006K,ABY,EPS,ANN,2017-02-27,-0.05,-0.20574
006K,AY,EPS,ANN,2018-03-07,-1.12,-6.86721
006K,AY,EPS,ANN,2019-02-28,0.42,-3.42495
006K,AY,EPS,ANN,2020-02-27,0.61,1.02794
006K,AY,EPS,ANN,2021-03-01,0.12,-2.42459
006K,AY,EPS,ANN,2022-02-28,-0.26,-0.67935
006K,AY,EPS,ANN,2023-03-01,-0.05,0.04398
006K,AY,EPS,ANN,2024-03-01,0.37,0.4219
006M,ASPN,EPS,ANN,2015-02-26,-5.37,2.12134
006M,ASPN,EPS,ANN,2016-02-25,-0.28,0.8946
006M,ASPN,EPS,ANN,2017-02-23,-0.52,-4.02559
006M,ASPN,EPS,ANN,2018-02-22,-0.83,0.5164
006M,ASPN,EPS,ANN,2019-02-21,-1.14,-13.5
006M,ASPN,EPS,ANN,2020-02-20,-0.6,0.95614
006M,ASPN,EPS,ANN,2021-02-18,-0.83,-4.02486
006M,ASPN,EPS,ANN,2022-02-17,-1.34,-5.25981
006M,ASPN,EPS,ANN,2023-02-15,-2.1,0.68236
006M,ASPN,EPS,ANN,2024-02-12,-0.66,8.62543
006Q,NAO,EPS,ANN,2015-02-03,4,-2.39061
006Q,NAO,EPS,ANN,2016-02-04,-4.7,-1.01746
006Q,NAO,EPS,ANN,2017-03-07,-15.4,-1.4935
006Q,NAO,EPS,ANN,2018-02-08,-5.3,
006Q,NAO,EPS,ANN,2019-03-04,-5.97,-0.91924
006V,PARN,EPS,ANN,2016-02-24,-1.03,0.98209
006V,PARNF,EPS,ANN,2017-03-21,-1.37,
006W,CCS,EPS,ANN,2015-02-19,1.03,1.44857
006W,CCS,EPS,ANN,2016-02-18,1.88,-0.56694
006W,CCS,EPS,ANN,2017-02-14,2.33,-0.03559
006W,CCS,EPS,ANN,2018-02-13,2.03,-0.75363
006W,CCS,EPS,ANN,2019-02-07,3.17,0.04156
006W,CCS,EPS,ANN,2020-02-06,4.05,11.18617
006W,CCS,EPS,ANN,2021-02-04,6.13,6.71047
006W,CCS,EPS,ANN,2022-02-02,14.47,1.15126
006W,CCS,EPS,ANN,2023-02-01,16.16,2.06218
006W,CCS,EPS,ANN,2024-01-31,8.09,2.88209
006X,GPRO,EPS,ANN,2015-02-05,1.32,9.43294
006X,GPRO,EPS,ANN,2016-02-03,0.76,-10.09006
006X,GPRO,EPS,ANN,2017-02-02,-1.44,1.24654
006X,GPRO,EPS,ANN,2018-02-01,-0.69,-0.76764
006X,GPRO,EPS,ANN,2019-02-06,-0.23,1.12577
006X,GPRO,EPS,ANN,2020-02-05,0.24,-4.62861
006X,GPRO,EPS,ANN,2021-02-04,0.08,0.22904
006X,GPRO,EPS,ANN,2022-02-03,0.9,2.91152
006X,GPRO,EPS,ANN,2023-02-02,0.47,0.71062
006X,GPRO,EPS,ANN,2024-02-07,-0.2,-2.3092
0070,RDUS,EPS,ANN,2015-03-10,-4.04,-0.75344
0070,RDUS,EPS,ANN,2016-02-25,-2.56,-1.69841
0070,RDUS,EPS,ANN,2017-02-23,-4.24,0.24308
0070,RDUS,EPS,ANN,2018-03-01,-5.8,-1.0945
